groups,times
M33,3:34:42
M27,3:36:03
M32,3:36:31
M26,3:36:32
M46,3:37:10
M32,3:37:11
M57,3:37:17
M43,3:38:11
M38,3:38:17
M30,3:38:38
M45,3:39:15
M35,3:39:20
M16,3:39:27
F35,3:39:32
M33,3:39:52
F44,3:40:15
M46,3:41:09
M24,3:41:25
M39,3:42:44
M31,3:42:57
M35,3:43:03
M23,3:43:26
M48,3:43:31
F29,3:43:44
M34,3:44:16
M41,3:44:21
M42,3:44:24
M30,3:44:25
M36,3:44:53
M48,3:45:48
M27,3:46:21
M39,3:46:56
M35,3:47:26
M51,3:47:35
M19,3:47:49
M31,3:48:34
M18,3:48:40
M30,3:48:47
M36,3:49:06
M44,3:49:09
M29,3:49:15
M63,3:49:27
M42,3:49:30
M24,3:49:31
M43,3:49:36
M53,3:49:42
M33,3:50:12
M40,3:50:21
M29,3:50:27
F12,3:51:36
M30,3:51:43
M30,3:51:44
M30,3:51:51
M48,3:52:04
M55,3:52:17
F42,3:52:27
M36,3:52:41
M28,3:52:50
M41,3:52:55
M24,3:52:56
M44,3:53:12
F34,3:53:13
M51,3:53:21
M51,3:53:40
M30,3:55:11
M31,3:55:18
M47,3:55:44
M28,3:56:05
M49,3:56:12
M46,3:56:20
M48,3:56:22
F15,3:56:40
M42,3:57:11
M32,3:57:46
M27,3:57:58
M45,3:58:08
M49,3:58:37
M52,3:58:42
M33,3:58:46
M27,3:59:00
M34,3:59:47
M32,3:59:57
M22,4:00:18
M44,4:00:50
M46,4:01:12
F37,4:01:19
M31,4:02:12
M33,4:03:10
M31,4:03:44
M51,4:04:39
M18,4:04:48
M30,4:05:05
M40,4:07:26
F15,4:07:44
M18,4:07:50
M37,4:07:51
M51,4:08:02
M32,4:09:00
M37,4:09:25
M31,4:09:45
M36,4:09:50
F33,4:10:35
F35,4:11:16
M35,4:12:26
M30,4:13:40
M41,4:15:39
F27,4:16:50
M51,4:17:22
M32,4:19:08
M57,4:19:49
M51,4:21:32
F34,4:21:32
M23,4:22:48
M18,4:23:36
M24,4:24:30
M23,4:24:52
M47,4:25:52
M35,4:27:32
F16,4:28:04
F28,4:28:48
M23,4:29:08
M45,4:31:32
M22,4:32:10
M56,4:32:24
M25,4:32:41
M68,4:35:13
M53,4:35:34
M34,4:35:35
M67,4:36:42
M36,4:37:10
M26,4:37:43
F29,4:38:18
M60,4:38:27
M61,4:43:27
M28,4:52:00
M47,4:54:29
F25,5:04:36
M65,5:10:16
F20,5:16:05
F57,5:25:57
F20,5:27:06
